name2	#name
APBA2	NM_001353794
TJP1	NM_001355014
TJP1	NM_001301026
FAM189A1	NM_015307
APBA2	NM_001353791
TJP1	NM_003257
APBA2	NM_001353793
TJP1	NM_001355015
APBA2	NM_005503
APBA2	NM_001130414
TJP1	NM_175610
ULK4P1	NR_026858
ULK4P2	NR_027470
LOC101928042	NR_135833
ULK4P1	NR_026858
ULK4P2	NR_027470
LOC100288637	NR_038253
LOC100288637	NR_038254
LOC100288637	NR_038255
GOLGA8H	NM_001282490
GOLGA8S	NM_001355465
OTUD7A	NM_001329907
OTUD7A	NM_130901
LOC100288637	NR_038253
TRPM1	NM_001252020
KLF13	NM_015995
KLF13	NM_001302461
CHRNA7	NM_000746
FMN1	NM_001103184
CHRNA7	NM_001190455
LOC105370757	NR_135505
ARHGAP11A-SCG5	NM_001368319
SCG5	NM_001144757
SCG5	NM_003020
CHRNA7	NR_046324
FMN1	NM_001277313
HERC2P9	NR_036443
GOLGA6L22	NM_001271664
HERC2P11	NR_145479
GOLGA6L6	NM_001145004
GOLGA6L1	NM_001001413
LOC645202	NM_001365372
LOC100132202	NM_001365373
MIR4509-1	NR_039732
MIR4509-2	NR_039733
MIR4509-3	NR_039734
MIR4509-1	NR_039732
MIR4509-2	NR_039733
MIR4509-3	NR_039734
GOLGA8F	NR_033351
HERC2P11	NR_145479
MIR1268A	NR_031672
GOLGA8G	NM_001350919
GOLGA8F	NM_001350920
GOLGA8G	NM_001368078
GOLGA8G	NM_001368080
LOC100132202	NM_001365373
HERC2P9	NR_036443
GOLGA8IP	NR_024074
GOLGA8M	NM_001282468
LOC100289656	NR_036475
PDCD6IPP2	NR_037599
LOC283683	NR_040057
GOLGA6L7	NM_001365371
APBA2	NM_001353797
APBA2	NM_001353796
NSMCE3	NM_138704
LOC100130111	NR_135221
LOC102725021	NR_157596
GOLGA8IP	NR_024074
ULK4P1	NR_026858
ULK4P2	NR_027470
ULK4P3	NR_026859
GOLGA8T	NM_001355469
GOLGA8J	NM_001282472
LINC02249	NR_026771
CHRNA7	NM_001190455
DNM1P50	NR_145478
GOLGA8R	NM_001282484
CHRFAM7A	NM_139320
CHRFAM7A	NM_148911
CHRNA7	NM_000746
GOLGA8J	NM_001282472
CHRNA7	NR_046324
LOC100996413	NM_001365376
LOC100288203	NR_146104
LOC100288203	NR_146103
WHAMMP1	NR_036650
LINC02256	NR_102756
DNM1P50	NR_145478
GOLGA8T	NM_001355469
GOLGA8Q	NM_001355476
GOLGA8O	NM_001277308
GOLGA8N	NM_001282494
ARHGAP11B	NR_148423
LOC102725021	NR_157599
LOC102725021	NR_157597
LOC102725021	NR_157598
LOC102725021	NR_157593
GOLGA8H	NM_001282490
GOLGA8T	NM_001355469
LOC102725021	NR_157596
LOC102725021	NR_157595
LOC102725021	NR_157594
GOLGA8K	NM_001282493
ARHGAP11B	NM_001039841
HERC2P10	NR_072991
FAN1	NM_014967
FAN1	NM_001146096
FAN1	NM_001146094
FAN1	NM_001146095
TRPM1	NM_002420
MIR211	NR_029624
TRPM1	NM_001252024
TRPM1	NM_001252030
LOC283710	NM_001243538
LINC02352	NR_135834
LINC02249	NR_026771
GOLGA8N	NM_001282494
LINC02256	NR_102756
LOC101928042	NR_135833
LOC102725021	NR_157599
ARHGAP11A	NM_001286480
ARHGAP11A	NM_001286479
ARHGAP11A	NM_014783
ARHGAP11A	NM_199357
GREM1	NM_001191323
GREM1	NM_001368719
LOC100131315	NR_109767
GREM1	NM_013372
GREM1	NM_001191322
LINC02256	NR_102756
GOLGA8T	NM_001355469
CHRNA7	NM_000746
CHRNA7	NR_046324
CHRNA7	NM_001190455
GOLGA8Q	NM_001355476
GOLGA8H	NM_001282490
GOLGA8R	NM_001282484
GOLGA8O	NM_001277308
GOLGA8J	NM_001282472
GOLGA8IP	NR_024074
DNM1P50	NR_145478
ULK4P1	NR_026858
ULK4P2	NR_027470
ULK4P3	NR_026859
GOLGA8IP	NR_024074
GOLGA8T	NM_001355469
GOLGA8H	NM_001282490
GOLGA8M	NM_001282468
LINC02249	NR_026771
GOLGA8N	NM_001282494
ARHGAP11B	NR_148423
LOC102725021	NR_157593
ULK4P1	NR_026858
ULK4P2	NR_027470
DNM1P50	NR_145478
LOC102725021	NR_157594
LOC102725021	NR_157596
LOC102725021	NR_157595
ARHGAP11B	NM_001039841
LOC100288203	NR_146104
LOC100288203	NR_146103
WHAMMP1	NR_036650
WHAMMP2	NR_026589
LOC100996413	NM_001365376
GOLGA8N	NM_001282494
ARHGAP11A	NM_001286480
LOC105370757	NR_135505
SCG5	NM_001144757
ARHGAP11A	NM_199357
GOLGA8S	NM_001355465
ARHGAP11A-SCG5	NM_001368319
ARHGAP11A	NM_001286479
SCG5	NM_003020
GOLGA8K	NM_001282493
ARHGAP11A	NM_014783
GREM1	NM_001191322
GREM1	NM_001191323
GREM1	NM_001368719
LOC100131315	NR_109767
FMN1	NM_001103184
GREM1	NM_013372
FMN1	NM_001277313
CES5A	NM_001190158
CES5A	NM_001143685
CES1	NM_001025195
CES5A	NM_145024
CES1	NM_001025194
CES1	NM_001266
UTP4	NM_001318391
UTP4	NM_032830
PARN	NM_002582
NOMO1	NM_014287
LOC100190986	NR_024456
PDXDC1	NM_001285448
PDXDC1	NM_001285447
PDXDC1	NM_001285445
PDXDC1	NM_001324019
PDXDC1	NM_001285450
PARN	NM_001134477
PDXDC1	NM_001285444
PARN	NM_001242992
PDXDC1	NM_001285449
NOMO3	NM_001004067
PLA2G10	NR_133651
PDXDC1	NM_001324021
PDXDC1	NM_001324020
PLA2G10	NM_003561
NPIPA1	NM_006985
PDXDC1	NM_015027
ABCC6	NM_001351800
MYH11	NM_002474
MYH11	NM_001040113
ABCC6	NM_001171
BMERB1	NM_001142469
NDE1	NM_017668
ABCC6	NR_147784
MYH11	NM_022844
NDE1	NM_001143979
ABCC1	NM_004996
MYH11	NM_001040114
BMERB1	NM_033201
BFAR	NM_001330500
BFAR	NM_016561
NPIPA2	NM_001277324
NPIPA3	NM_001277323
MIR3180-4	NR_037466
NTAN1	NM_173474
PKD1P6-NPIPP1	NR_123721
MIR6511B1	NR_106775
MIR6511B2	NR_106965
PKD1P6-NPIPP1	NR_123722
LOC100505915	NR_125434
NTAN1	NM_001270766
NTAN1	NM_001270767
RRN3	NM_001301064
RRN3	NM_018427
MIR1972-1	NR_036054
MIR1972-2	NR_036265
PKD1P3-NPIPA1	NR_146231
MIR6770-1	NR_106828
MIR6770-2	NR_107060
MIR6770-3	NR_107061
LOC100288162	NR_103772
MIR6511A1	NR_106766
MIR6511A3	NR_106970
MIR6511A4	NR_106971
MIR3180-1	NR_036141
MIR3180-3	NR_036144
MIR3180-2	NR_036142
MIR3670-2	NR_049832
MIR3670-3	NR_128712
MIR3670-4	NR_128713
MIR3179-1	NR_036140
MIR3179-2	NR_036143
MIR3179-3	NR_036145
MIR3179-4	NR_128709
MIR3670-1	NR_037442
MIR6511A2	NR_106969
NPIPA1	NM_006985
PDXDC1	NM_001285450
MIR1972-1	NR_036054
MIR1972-2	NR_036265
MIR3180-1	NR_036141
MIR3180-3	NR_036144
MIR3180-2	NR_036142
MIR3670-2	NR_049832
MIR3670-3	NR_128712
MIR3670-4	NR_128713
MIR3179-1	NR_036140
MIR3179-2	NR_036143
MIR3179-3	NR_036145
MIR3179-4	NR_128709
PDXDC1	NM_001285449
PDXDC1	NM_001324021
MIR3670-1	NR_037442
PDXDC1	NM_001324020
NPIPA2	NM_001277324
NPIPA5	NM_001351200
NPIPA5	NM_001277325
ABCC6P2	NR_023387
NPIPA3	NM_001277323
MPV17L	NM_173803
MPV17L	NM_001128423
MIR484	NR_030159
MIR6506	NR_106761
MARF1	NM_001184998
MARF1	NM_014647
MARF1	NM_001184999
CEP20	NM_001304499
CEP20	NR_130756
CEP20	NR_130755
CEP20	NM_001304500
CEP20	NR_130757
CEP20	NM_001304498
CEP20	NM_001304497
CEP20	NM_001304502
CEP20	NM_144600
MIR3179-1	NR_036140
MIR3179-2	NR_036143
MIR3179-3	NR_036145
MIR3179-4	NR_128709
MIR3670-2	NR_049832
MIR3670-3	NR_128712
MIR3670-4	NR_128713
ABCC6	NM_001079528
NOMO3	NM_001004067
MIR3670-1	NR_037442
NOMO2	NM_173614
MIR3180-1	NR_036141
MIR3180-3	NR_036144
MIR3180-2	NR_036142
PKD1P4-NPIPA8	NR_146336
PKD1P1	NR_036447
LOC100288162	NR_103772
MIR6511A1	NR_106766
MIR6511A3	NR_106970
MIR6511A4	NR_106971
MIR6770-1	NR_106828
MIR6770-2	NR_107060
MIR6770-3	NR_107061
MIR6511A1	NR_106766
MIR6511A3	NR_106970
MIR6511A4	NR_106971
NPIPA8	NM_001282511
MIR6511A2	NR_106969
MIR6511A2	NR_106969
NPIPA7	NM_001282507
LINC00235	NR_024121
RAB11FIP3	NM_014700
RAB11FIP3	NM_001370401
RAB11FIP3	NM_001142272
DECR2	NM_020664
DNAJA3	NM_005147
DNAJA3	NM_001286516
DNAJA3	NM_001135110
GLIS2	NM_032575
CORO7	NM_001201472
GLIS2	NM_001318918
CORO7	NM_024535
GLIS2-AS1	NR_110901
VASN	NM_138440
CORO7-PAM16	NM_001201479
PAM16	NM_016069
CORO7	NM_001201473
CORO7	NM_001351729
HMOX2	NM_002134
HMOX2	NM_001127206
NMRAL1	NM_001305142
HMOX2	NM_001286268
CDIP1	NM_013399
HMOX2	NM_001286269
NMRAL1	NM_020677
HMOX2	NM_001286271
NMRAL1	NM_001351994
NMRAL1	NM_001351995
NMRAL1	NM_001305141
HMOX2	NM_001127204
CDIP1	NM_001199055
CDIP1	NM_001199056
NMRAL1	NM_001351996
NMRAL1	NR_147845
CDIP1	NM_001199054
HMOX2	NM_001127205
HMOX2	NM_001286270
HMOX2	NM_001286267
HS3ST6	NM_001009606
LINC00254	NR_033914
LINC02124	NR_146568
PRSS21	NR_073012
PRSS21	NM_001270452
ZG16B	NM_145252
PRSS30P	NR_026864
PRSS21	NM_144957
PRSS21	NM_144956
PRSS22	NM_022119
PRSS21	NM_006799
HYDIN	NM_001198542
HYDIN	NM_001198543
HYDIN	NM_017558
CALB2	NM_001740
CMTR2	NM_001324374
CMTR2	NM_001324378
CMTR2	NM_001324379
CMTR2	NM_001324377
CMTR2	NM_001099642
CALB2	NM_007088
CMTR2	NM_018348
CALB2	NR_027910
MOSMO	NM_001164579
POLR3E	NM_001258033
CRYM-AS1	NR_026675
SMG1P1	NR_027154
NPIPB3	NM_130464
POLR3E	NM_001258036
POLR3E	NM_001258034
POLR3E	NM_001258035
SDR42E2	NM_001365288
POLR3E	NM_018119
POLR3E	NR_047581
NPIPB4	NM_001310148
ZP2	NM_003460
TMEM159	NM_001301769
ANKS4B	NM_145865
CRYM	NM_001888
TMEM159	NR_125971
TMEM159	NM_001301775
TMEM159	NM_001301771
TMEM159	NM_001301774
TMEM159	NM_001301773
ZP2	NR_164788
TMEM159	NM_020422
CRYM	NM_001376256
ZP2	NM_001376232
ZP2	NM_001376233
ZP2	NM_001376231
SNX29P1	NR_045011
LOC100190986	NR_024456
MIR3680-1	NR_037451
MIR3680-2	NR_049833
SLC7A5P2	NR_002594
OTOAP1	NR_003676
LOC100190986	NR_024456
NPIPA5	NM_001277325
NPIPB5	NM_001135865
CDR2	NM_001802
MFSD13B	NR_136333
LOC440346	NR_148970
RRN3P3	NR_027460
EEF2K	NM_013302
VWA3A	NM_173615
PDZD9	NM_001363519
UQCRC2	NM_003366
PDZD9	NM_001370530
PDZD9	NM_173806
LOC100190986	NR_024456
RRN3P1	NR_003370
RRN3	NM_001301064
RRN3	NM_018427
OTOA	NM_001161683
OTOA	NM_144672
OTOA	NM_170664
IGSF6	NM_005849
METTL9	NM_001288660
METTL9	NM_001288659
LOC101927814	NR_110930
METTL9	NM_016025
METTL9	NM_001077180
MIR3680-1	NR_037451
SLC7A5P2	NR_002594
MIR3680-2	NR_049833
SMG1P3	NR_027155
LOC100190986	NR_024456
NPIPB3	NM_130464
NPIPB5	NM_001135865
OTOA	NM_001161683
OTOA	NM_170664
OTOAP1	NR_003676
OTOA	NM_144672
ZFP1	NM_153688
BCAR1	NM_001170716
BCAR1	NM_001170714
CTRB1	NM_001329190
LOC100506281	NR_109777
ZFP1	NM_001318473
ZFP1	NM_001318474
ZFP1	NM_001318476
BCAR1	NM_001170721
BCAR1	NM_001170720
BCAR1	NM_001170715
BCAR1	NM_014567
ZFP1	NM_001318471
ZFP1	NM_001318472
BCAR1	NM_001170717
BCAR1	NM_001170719
ZFP1	NM_001318475
BCAR1	NM_001170718
CTRB1	NM_001906
ZFP1	NM_001318469
CTRB2	NM_001025200
XYLT1	NM_022166
LOC102723692	NR_135179
LINC02210-CRHR1	NM_001256299
LINC02210-CRHR1	NM_001303016
KANSL1	NM_001193466
ARL17B	NM_001039083
MAPT	NM_001123066
MAPT	NM_016835
PLEKHM1	NM_014798
MAPT-AS1	NR_024559
MAPT	NM_001203252
MAPT	NM_005910
MAPT	NM_016834
PLEKHM1	NR_027782
LRRC37A4P	NR_002940
ARL17A	NM_001330244
ARL17A	NM_001288811
ARL17A	NM_001288813
ARL17A	NM_016632
ARL17A	NM_001288812
ARL17B	NM_001330240
ARL17B	NM_001363805
ARL17B	NM_001103154
MAPT	NM_001377266
ARL17A	NM_001113738
MAPT	NM_001377268
MAPT	NM_001123067
MAPT	NM_001377267
PLEKHM1	NR_027774
MAPT	NM_016841
KANSL1	NM_001193465
MAPT	NM_001203251
MAPT	NM_001377265
MAPT	NR_165166
KANSL1	NM_015443
NSF	NM_006178
NSF	NR_040116
ARHGAP27	NM_174919
ARHGAP27	NM_001282290
ARHGAP27	NM_199282
MIR4315-1	NR_036199
MIR4315-2	NR_036271
PLEKHM1	NM_001352825
NSFP1	NR_033799
KANSL1-AS1	NR_034172
MAPT-IT1	NR_024560
STH	NM_001007532
CRHR1	NM_001303020
CRHR1	NM_001145146
CRHR1	NM_001303018
CRHR1	NM_001145147
CRHR1	NM_001145148
SPPL2C	NM_175882
CRHR1	NM_004382
LINC02210	NR_138258
LINC02210	NR_138259
LINC02210	NR_138260
LINC02210	NR_138257
LINC02210	NR_026680
MAPK8IP1P2	NR_026901
ARL17B	NM_001352769
ARL17B	NM_001103154
LINC02210	NR_027295
ARL17B	NM_001039083
ARL17B	NM_001330240
ARL17B	NM_001363805
ARL17A	NM_001330244
ARL17A	NM_001113738
LRRC37A2	NM_001006607
LRRC37A	NM_014834
NSFP1	NR_033799
WNT3	NM_030753
RPH3AL	NM_006987
RPH3AL	NM_001190412
RPH3AL	NM_001190411
RPH3AL	NM_001190413
LINC02091	NR_104420
DOC2B	NM_003585
SCGB1C2	NM_001097610
LOC100506388	NR_040011
LOC100506388	NR_164141
LOC100506388	NR_164142
KRTAP16-1	NM_001146182
KRT33A	NM_004138
KRT34	NM_021013
KRT34	NM_021013
LOC100505782	NR_040111
KRT31	NM_002277
KRT33B	NM_002279
KRTAP17-1	NM_031964
KRT37	NM_003770
SEPTIN9-DT	NR_136503
KRT40	NM_182497
KRTAP4-12	NM_031854
KRT40	NR_163403
KRT23	NM_001282433
KRT12	NM_000223
KRT39	NM_213656
KRT20	NM_019010
KRT23	NM_015515
KRTAP1-1	NM_030967
LOC100996750	NM_001365252
KRTAP4-7	NM_033061
KRTAP1-3	NM_030966
KRTAP1-5	NM_031957
KRTAP4-8	NM_001322457
KRTAP3-3	NM_033185
KRTAP2-2	NM_033032
KRTAP3-2	NM_031959
KRTAP3-1	NM_031958
KRTAP1-4	NM_001257305
KRTAP2-1	NM_001123387
KRTAP2-4	NM_033184
KRTAP2-3	NM_001165252
KRTAP4-8	NM_031960
KRTAP4-9	NM_001146041
KRTAP4-11	NM_033059
KRTAP4-12	NM_031854
KRTAP29-1	NM_001257309
KRTAP9-6	NM_001277331
KRTAP9-9	NM_030975
KRTAP9-3	NM_031962
KRTAP9-4	NM_033191
KRTAP9-9	NM_001318227
KRTAP9-7	NM_001277332
KRTAP9-7	NM_001277332
KRTAP9-2	NM_031961
KRTAP9-9	NM_001318227
KRTAP29-1	NM_001257309
KRTAP9-6	NM_001277331
KRTAP9-9	NM_030975
KRTAP9-4	NM_033191
KRTAP9-7	NM_001277332
KRTAP9-7	NM_001277332
KRTAP9-2	NM_031961
YWHAEP7	NR_024178
TBC1D3K	NM_001291464
GGNBP2	NM_024835
LOC101929950	NR_164156
SYNRG	NM_001163544
SYNRG	NM_001163546
TADA2A	NM_133439
TADA2A	NM_001488
HNF1B	NM_001165923
SYNRG	NM_080550
ACACA	NM_198839
TADA2A	NM_001291918
ACACA	NM_198836
HNF1B	NM_001304286
LHX1	NM_005568
SYNRG	NM_001163545
ACACA	NM_198838
SYNRG	NM_001163547
TADA2A	NM_001166105
HNF1B	NM_000458
SYNRG	NM_007247
SYNRG	NM_198882
ACACA	NM_198837
ACACA	NM_198834
ARHGAP23	NM_001199417
SRCIN1	NM_025248
MLLT6	NM_005937
MIR1268A	NR_031672
HEATR9	NM_001321395
CCL5	NM_002985
MMP28	NR_111988
HEATR9	NM_152781
CCL5	NM_001278736
MMP28	NM_024302
HEATR9	NR_135630
MMP28	NM_032950
TAF15	NM_003487
TAF15	NM_139215
MMP28	NM_001032278
RDM1	NM_001163122
RDM1	NM_001330194
RDM1	NM_001163125
RDM1	NM_001163121
RDM1	NR_027998
RDM1	NR_027997
CCL14	NM_032962
LRRC37A8P	NR_126038
CCL15-CCL14	NR_027921
CCL15-CCL14	NR_027922
LYZL6	NM_001199951
CCL23	NM_005064
RDM1	NM_001163130
RDM1	NM_001163120
CCL16	NM_004590
CCL14	NM_032963
CCL15	NM_032965
LYZL6	NM_020426
RDM1	NM_001034836
RDM1	NM_145654
RDM1	NR_027996
RDM1	NR_028000
RDM1	NM_001163124
CCL23	NM_145898
RDM1	NR_027999
CCL4L1	NR_111969
CCL4L2	NM_001291471
CCL4L2	NM_001291472
CCL4L2	NM_001291473
CCL4L2	NM_001291469
CCL4L2	NM_001291470
CCL4L2	NM_001291475
CCL4	NM_002984
CCL4L2	NM_001291474
CCL3L1	NR_111964
CCL18	NM_002988
CCL4L2	NR_111970
CCL3	NM_002983
CCL4L2	NM_001291468
CCL4L1	NM_207007
CCL3	NM_002983
TBC1D3	NM_001123391
TBC1D3H	NM_001123392
TBC1D3L	NM_001369500
TBC1D3D	NM_001291465
CCL4L1	NR_111969
CCL4L2	NM_001291474
CCL4L2	NM_001291473
CCL4L2	NM_001291475
CCL4L2	NM_001291472
CCL4L2	NM_001291470
CCL4L2	NM_001291471
CCL3L1	NM_021006
CCL4L2	NM_001291469
CCL4L2	NM_001291468
TBC1D3K	NM_001291464
CCL4L2	NR_111970
TBC1D3I	NM_001291463
TBC1D3D	NM_001291465
TBC1D3H	NM_001123392
TBC1D3C	NM_001001418
TBC1D3B	NM_001001417
CCL3L3	NM_001001437
TBC1D3L	NM_001291459
TBC1D3L	NM_001369499
TBC1D3L	NM_001369501
TBC1D3L	NM_001369503
CCL4L1	NM_207007
TBC1D3E	NM_001291466
TBC1D3L	NM_001369500
TBC1D3G	NM_001291462
TBC1D3K	NM_001291464
TBC1D3I	NM_001291463
TBC1D3G	NM_001291462
TBC1D3	NM_001123391
TBC1D3D	NM_001291465
TBC1D3L	NM_001369500
TBC1D3D	NM_001291465
TBC1D3I	NM_001291463
TBC1D3H	NM_001123392
TBC1D3H	NM_001123392
TBC1D3C	NM_001001418
TBC1D3L	NM_001369499
TBC1D3L	NM_001369501
TBC1D3L	NM_001369503
TBC1D3L	NM_001291459
ZNHIT3	NM_001281434
TBC1D3L	NM_001369500
ZNHIT3	NM_001281432
TBC1D3	NM_001123391
TBC1D3G	NM_001291462
MYO19	NM_001033580
PIGW	NM_001346754
MYO19	NM_025109
TBC1D3D	NM_001291465
TBC1D3I	NM_001291463
PIGW	NM_001346755
ZNHIT3	NM_004773
PIGW	NM_178517
ZNHIT3	NR_104011
ZNHIT3	NR_104009
ZNHIT3	NR_104010
TBC1D3J	NM_001355571
TBC1D3F	NM_032258
TBC1D3D	NM_001291465
TBC1D3H	NM_001123392
TBC1D3I	NM_001291463
TBC1D3H	NM_001123392
TBC1D3L	NM_001369499
TBC1D3L	NM_001369501
TBC1D3L	NM_001369503
ZNHIT3	NM_001281433
MYO19	NM_001163735
MRM1	NM_024864
DHRS11	NM_024308
LHX1-DT	NR_135671
LHX1-DT	NR_135669
LHX1-DT	NR_135670
LHX1-DT	NR_135668
AATF	NM_012138
MIR2909	NR_036056
SNORA90	NR_132772
C17orf78	NM_001321399
C17orf78	NM_173625
DUSP14	NM_007026
MIR378J	NR_106744
DDX52	NM_001291476
DDX52	NM_007010
TBC1D3E	NM_001291466
TBC1D3D	NM_001291465
TBC1D3L	NM_001369500
TBC1D3F	NM_032258
TBC1D3G	NM_001291462
TBC1D3	NM_001123391
TBC1D3L	NM_001369500
TBC1D3I	NM_001291463
TBC1D3G	NM_001291462
TBC1D3I	NM_001291463
TBC1D3K	NM_001291464
TBC1D3H	NM_001123392
TBC1D3H	NM_001123392
TBC1D3D	NM_001291465
TBC1D3C	NM_001001418
TBC1D3L	NM_001291459
TBC1D3L	NM_001369499
TBC1D3L	NM_001369501
TBC1D3L	NM_001369503
TBC1D3L	NM_001291459
TBC1D3L	NM_001369499
TBC1D3L	NM_001369501
TBC1D3L	NM_001369503
MRPL45	NM_032351
MRPL45	NM_001278279
NPEPPSP1	NR_036750
LOC101929950	NR_164156
GPR179	NM_001004334
SOCS7	NM_014598
MIR4734	NR_039887
EPOP	NM_001130677
LOC105371763	NR_158157
PSMB3	NR_104194
PCGF2	NM_001369614
MIR4726	NR_039879
LOC100287808	NR_149004
MIR4727	NR_039880
PSMB3	NR_104195
PCGF2	NM_007144
CWC25	NR_073428
PIP4K2B	NM_003559
CISD3	NM_001136498
CWC25	NM_017748
PSMB3	NM_002795
PCGF2	NM_001369615
C17orf98	NM_001080465
B3GNTL1	NR_135466
B3GNTL1	NM_001320743
B3GNTL1	NR_135465
B3GNTL1	NM_001320742
B3GNTL1	NM_001009905
METRNL	NM_001004431
METRNL	NM_001363853
TBCD	NM_005993
SLC43A2	NM_152346
PRPF8	NM_006445
SCARF1	NR_102409
SLC43A2	NM_001284498
SCARF1	NR_028075
SLC43A2	NM_001284499
SLC43A2	NM_001321364
SLC43A2	NM_001321365
RILP	NM_031430
SCARF1	NM_003693
SCARF1	NM_145350
MIR22HG	NR_028504
MIR22HG	NR_028503
MIR22HG	NR_028502
MIR22	NR_029494
SERPINF2	NM_001165921
SERPINF2	NM_001165920
WDR81	NM_001163673
WDR81	NM_001163811
TLCD2	NM_001164407
MIR22HG	NR_028505
WDR81	NM_152348
WDR81	NM_001163809
SERPINF2	NM_000934
ABR	NM_021962
ABR	NM_001322840
ABR	NM_001092
ABR	NM_001322841
ABR	NM_001159746
TIMM22	NM_013337
MIR3183	NR_036148
ABR	NM_001256847
ABR	NM_001282149
TRARG1	NM_172367
CRK	NM_016823
YWHAE	NR_024058
YWHAE	NM_006761
CRK	NM_005206
RPH3AL	NM_001190412
LOC100506388	NR_040011
RPH3AL	NM_006987
LOC100506388	NR_164141
LOC100506388	NR_164142
ARL17B	NM_001103154
ARL17B	NM_001352769
ARL17A	NM_001288812
ARL17A	NM_016632
ARL17A	NM_001288811
ARL17A	NM_001288813
LRRC37A2	NM_001006607
LRRC37A	NM_014834
MAPT	NM_016841
KANSL1	NM_001193465
LINC02210-CRHR1	NM_001256299
MAPT	NM_001123066
MAPT	NM_001377266
MAPT	NM_001377265
MAPT	NM_016834
MAPT	NM_005910
PLEKHM1	NM_014798
MAPT	NM_016835
LINC02210-CRHR1	NM_001303016
CRHR1	NM_001303018
MAPT	NM_001377267
PLEKHM1	NR_027774
MAPT	NM_001123067
PLEKHM1	NR_027782
MAPT	NM_001377268
CRHR1	NM_001145148
CRHR1	NM_001145147
CRHR1	NM_001303020
CRHR1	NM_001145146
CRHR1	NM_004382
MAPT	NM_001203251
KANSL1	NM_001193466
MAPT	NM_001203252
MAPT	NR_165166
KANSL1	NM_015443
NSF	NR_040116
WNT3	NM_030753
NSF	NM_006178
ARHGAP27	NM_174919
ARHGAP27	NM_001282290
ARHGAP27	NM_199282
MIR4315-1	NR_036199
MIR4315-2	NR_036271
LRRC37A4P	NR_002940
ARL17B	NM_001330240
ARL17A	NM_001330244
ARL17B	NM_001330240
ARL17A	NM_001330244
ARL17B	NM_001330240
ARL17A	NM_001330244
PLEKHM1	NM_001352825
MAPK8IP1P2	NR_026901
LINC02210	NR_026680
LINC02210	NR_138257
LINC02210	NR_138258
LINC02210	NR_138259
LINC02210	NR_138260
LINC02210	NR_027295
MAPT-IT1	NR_024560
SPPL2C	NM_175882
MAPT-AS1	NR_024559
STH	NM_001007532
KANSL1-AS1	NR_034172
ARL17B	NM_001330240
ARL17B	NM_001363805
ARL17A	NM_001330244
NSFP1	NR_033799
ARL17B	NM_001039083
ARL17A	NM_001113738
WNT9B	NM_001320458
WNT9B	NM_003396
TBC1D3B	NM_001001417
TBC1D3D	NM_001291465
CCL4	NM_002984
CCL3	NM_002983
CCL18	NM_002988
CCL4L2	NM_001291471
CCL4L2	NM_001291472
CCL4L2	NM_001291469
CCL4L2	NM_001291470
TBC1D3H	NM_001123392
CCL4L2	NM_001291475
TBC1D3G	NM_001291462
CCL3L1	NM_021006
CCL4L2	NM_001291474
CCL4L2	NM_001291473
TBC1D3I	NM_001291463
TBC1D3K	NM_001291464
CCL3L3	NM_001001437
TBC1D3L	NM_001291459
TBC1D3D	NM_001291465
TBC1D3E	NM_001291466
CCL3	NM_002983
CCL4L2	NM_001291468
CCL3L1	NM_021006
TBC1D3G	NM_001291462
CCL4L1	NR_111969
CCL3L3	NM_001001437
CCL3L3	NM_001001437
TBC1D3	NM_001123391
CCL4L2	NM_001291475
CCL4L2	NM_001291472
CCL4L2	NM_001291474
CCL4L2	NM_001291469
CCL3L1	NM_021006
CCL3L1	NR_111964
CCL4L2	NM_001291473
TBC1D3I	NM_001291463
CCL4L2	NR_111970
TBC1D3L	NM_001369500
CCL4L2	NM_001291470
CCL4L2	NM_001291471
TBC1D3H	NM_001123392
TBC1D3C	NM_001001418
TBC1D3L	NM_001291459
TBC1D3L	NM_001369499
TBC1D3L	NM_001369501
TBC1D3L	NM_001369503
CCL4L1	NM_207007
CCL4L2	NM_001291468
CCL4L2	NR_111970
TBC1D3I	NM_001291463
TBC1D3F	NM_032258
TBC1D3G	NM_001291462
CCL4L1	NR_111969
TBC1D3L	NM_001369500
CCL4L2	NM_001291473
TBC1D3J	NM_001355571
TBC1D3K	NM_001291464
TBC1D3H	NM_001123392
TBC1D3D	NM_001291465
TBC1D3L	NM_001369499
TBC1D3L	NM_001369501
TBC1D3L	NM_001369503
CCL4L1	NM_207007
ABR	NM_001322840
ABR	NM_001092
ABR	NM_021962
ABR	NM_001322841
ABR	NM_001159746
ABR	NM_001282149
ABR	NM_001256847
TIMM22	NM_013337
MIR3183	NR_036148
POLR2A	NM_000937
TMEM102	NM_001320444
TMEM256	NM_152766
SPEM2	NM_175734
ZBTB4	NM_020899
SPEM1	NM_199339
NLGN2	NM_020795
FGF11	NM_004112
SPEM3	NM_001364708
TMEM256-PLSCR3	NR_037719
SPEM3	NM_001364672
FGF11	NM_001303460
CHRNB1	NM_000747
PLSCR3	NM_001201576
TNK1	NM_003985
PLSCR3	NM_020360
FGF11	NR_130156
PLSCR3	NM_001369407
ZBTB4	NM_001128833
TNK1	NM_001251902
PLSCR3	NM_001369421
PLSCR3	NM_001369422
TMEM102	NM_178518
SLC35G6	NM_001102614
PLSCR3	NM_001369420
VPS53	NM_018289
VPS53	NM_001128159
VPS53	NM_001366254
VPS53	NM_001366253
RFLNB	NM_182705
LOC105371430	NR_136407
C17orf97	NM_001013672
